id,authors,year,title,venue
2128,"Brian Murphy, Elke A. Rundensteiner, Bradford Pielech, Maged El-Sayed, Mukesh Mulchandani, Luping Ding, Katica Dimitrova, Ling Wang, Xin Zhang",2003,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,SIGMOD Conference
2129,"Eric Simon, Angelika Kotz Dittrich",1995,Promises and Realities of Active Database Systems,VLDB
2130,Ling Liu,2003,Editor's Notes,SIGMOD Record
2131,"Gerti Kappel, Werner Retschitzegger",1998,The TriGS Active Object-Oriented Database System - An Overview,SIGMOD Record
2132,"Takeshi Fukuda, Yasuhiko Morimoto, Takeshi Tokuyama, Shinichi Morishita",1996,Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,VLDB
2133,"Samuel Kounev, Alejandro P. Buchmann",2002,Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,VLDB
2134,"Nadjiba Sahraoui, Andr� Gamache",1995,Addressing Techniques Used in Database Object Managers O2 and Orion,SIGMOD Record
2135,"Amit P. Sheth, Sanjeev Thacker, Shuchi Patel",2003,Complex relationships and knowledge discovery support in the InfoQuilt system,VLDB J.
2136,"Songting Chen, Andreas Koeller, Elke A. Rundensteiner, Xin Zhang, Jun Chen",2001,DyDa: Data Warehouse Maintenance in Fully Concurrent Environments,SIGMOD Conference
2137,"Lukasz Golab, M. Tamer �zsu",2003,Processing Sliding Window Multi-Joins in Continuous Queries over Data Streams,VLDB
2138,Sunita Sarawagi,2001,User-cognizant multidimensional analysis,VLDB J.
2139,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",2003,Bluetooth-based sensor networks,SIGMOD Record
2140,"Garth A. Gibson, Erik Riedel, Christos Faloutsos",1998,Active Storage for Large-Scale Data Mining and Multimedia,VLDB
2141,"Junghoo Cho, Hector Garcia-Molina",2000,The Evolution of the Web and Implications for an Incremental Crawler,VLDB
2142,"Angela Bonifati, Cosmin Cremarenco, Tova Milo, Gregory Cobena, Ioana Manolescu, Florin Dragan, J�r�me Baumgarten, Nicoleta Preda, Serge Abiteboul",2003,Managing Distributed Workspaces with Active XML,VLDB
2143,"Timos K. Sellis, Dimitri Theodoratos",1997,Data Warehouse Configuration,VLDB
2144,Leonid Libkin,1999,Database Principles Column - Introduction,SIGMOD Record
2145,"Arunprasad P. Marathe, Kenneth Salem",1997,A Language for Manipulating Arrays,VLDB
2146,Sriram Padmanabhan,1996,Extracting Large Data Sets using DB2 Parallel Edition,VLDB
2147,"Hector Garcia-Molina, Himanshu Gupta, Wilburt Labio, Yue Zhuge, Janet L. Wiener, Jennifer Widom",1997,The WHIPS Prototype for Data Warehouse Creation and Maintenance,SIGMOD Conference
2148,"Gerhard Weikum, Alon Y. Levy, Divesh Srivastava, Eric Simon, Patrick E. O'Neil, Victor Vianu, Kenneth A. Ross, Christos Faloutsos",2000,Reminiscences on Influential Papers,SIGMOD Record
2149,"Stratis Viglas, Josef Burger, Leonidas Galanis, Jeffrey F. Naughton, Alan Halverson, Rajasekar Krishnamurthy, David J. DeWitt, Feng Tian, Ameet Kini, Yuan Wang, Ajith Nagaraja Rao",2003,Mixed Mode XML Query Processing,VLDB
2150,"Chung-Min Chen, Nick Roussopoulos",1994,Adaptive Selectivity Estimation Using Query Feedback,SIGMOD Conference
2151,"Jayant R. Haritsa, Binto George",2000,Secure Bufering in Firm Real-Time Database Systems,VLDB J.
2152,Edward E. Cobb,1997,The Impact of Technology on Commercial Transaction Processing,VLDB J.
2153,"Peter M. Schwarz, Laura M. Haas, Vanja Josifovski, Eileen Tien Lin",2002,Garlic: a new flavor of federated query processing for DB2,SIGMOD Conference
2154,"Tiziana Catarci, John Cardiff, Giuseppe Santucci",1997,Graphical Interaction with Heterogeneous Databases,VLDB J.
2155,Themistoklis Palpanas,2000,Knowledge Discovery in Data Warehouses,SIGMOD Record
2156,"Laks V. S. Lakshmanan, Fr�d�ric Gingras",1998,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,VLDB
2157,"Eike Schallehn, Ingolf Geist, Kai-Uwe Sattler",2003,QUIET: Continuous Query-driven Index Tuning,VLDB
2158,"Seth J. White, David J. DeWitt",1995,Implementing Crash Recovery in QuickStore: A Performance Study,SIGMOD Conference
2159,"David Shutt, Jason Zander, Brian Harry, Paul Sanders, Philip A. Bernstein",1997,The Microsoft Repository,VLDB
2160,Akmal B. Chaudhri,1995,An Annotated Bibliography of Benchmarks for Object Databases,SIGMOD Record
2161,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang",2002,Efficient Structural Joins on Indexed XML Documents,VLDB
2162,Werner Kie�ling,2002,Foundations of Preferences in Database Systems,VLDB
2163,"Fernando Berzal Galiano, Nicol�s Mar�n",2002,Data Mining: Concepts and Techniques - Book Review,SIGMOD Record
2164,"Abraham Silberschatz, Sumit Ganguly, Yossi Matias, Phillip B. Gibbons",1996,Bifocal Sampling for Skew-Resistant Join Size Estimation,SIGMOD Conference
2165,"Bertram Lud�scher, Pratik Mukhopadhyay, Yannis Papakonstantinou",2002,A Transducer-Based XML Query Processor,VLDB
2166,"Anuradha Bhamidipaty, Sunita Sarawagi, Chandra Mouli, Alok Kirpal",2002,ALIAS: An Active Learning led Interactive Deduplication System,VLDB
2167,"Dimitris Papadias, Timos K. Sellis, Yannis Theodoridis, Max J. Egenhofer",1995,Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees,SIGMOD Conference
2168,"Bernhard Zeller, Alfons Kemper",2002,Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations,VLDB
2169,"Johann Christoph Freytag, Ulrike Jaeger",1995,An Annotated Bibliography on Active Databases,SIGMOD Record
2170,"Pradeep Shenoy, Philip Bohannon, P. P. S. Narayan, Henry F. Korth, Sumit Ganguly",2002,Optimizing View Queries in ROLEX to Support Navigable Result Trees,VLDB
2171,"Fei Sha, Tatiana Chan-Sine-Ying, Georges Gardarin, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Luc Bouganim",1999,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,VLDB
2172,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",1995,OFL: A Functional Execution Model for Object Query Languages,SIGMOD Conference
2173,"Tiziana Catarci, Isabel F. Cruz",1996,"Information Visualization, Guest Editors' Foreword",SIGMOD Record
2174,"Philip A. Bernstein, Patrick E. O'Neil, Hal Berenson, Elizabeth J. O'Neil, Jim Melton, Jim Gray",1995,A Critique of ANSI SQL Isolation Levels,SIGMOD Conference
2175,"Oliver Po, Divyakant Agrawal, Radu Sion, Wen-Syan Li, Wang-Pin Hsiung, Dmitri V. Kalashnikov, K. Sel�uk Candan",2002,Issues and Evaluations of Caching Solutions for Web Application Acceleration,VLDB
2176,"Alexandros Labrinidis, Nick Roussopoulos",2000,Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,SIGMOD Record
2177,"Jochen Doppelhammer, Donald Kossmann, Thomas H�ppler, Alfons Kemper",1997,Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),SIGMOD Conference
2178,Azer Bestavros,1996,Advances in Real-Time Database Systems Research,SIGMOD Record
2179,"David J. DeWitt, Navin Kabra",1999,OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization,VLDB J.
2180,Sudarshan S. Chawathe,1999,Comparing Hierarchical Data in External Memory,VLDB
2181,"Jim Melton, Andrew Eisenberg",1998,Standards in Practice,SIGMOD Record
2182,"S. Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen",1994,Dal�: A High Performance Main Memory Storage Manager,VLDB
2183,"Narain H. Gehani, William D. Roome, H. V. Jagadish",1994,OdeFS: A File System Interface to an Object-Oriented Database,VLDB
2184,Leonid Libkin,1999,"Some Remarks on Variable Independence, Closure, and Orthographic Dimension in Constraint Databases",SIGMOD Record
2185,"Sin Yeung Lee, Tok Wang Ling",1996,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,VLDB
2186,"Eric Simon, Esther Pacitti, Pascale Minet",1999,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,VLDB
2187,Dieter Gawlick,1996,Scalablity and Availability in Oracle7 7.3,VLDB
2188,"Raymond T. Ng, Edwin M. Knorr",1998,Algorithms for Mining Distance-Based Outliers in Large Datasets,VLDB
2189,"Chun Zhang, Guy M. Lohman, Jun Rao, Nimrod Megiddo",2002,Automating physical database design in a parallel database,SIGMOD Conference
2190,"Christos Faloutsos, Byoung-Kee Yi",2000,Fast Time Sequence Indexing for Arbitrary Lp Norms,VLDB
2191,"Themis Panayiotopoulos, Efstathios V. Ioannidis, Constantine D. Spyropoulos, Stavros Kokkotos",1995,On the Issue of Valid Time(s) in Temporal Databases,SIGMOD Record
2192,"Jennifer Widom, Elena Baralis",1994,An Algebraic Approach to Rule Analysis in Expert Database Systems,VLDB
2193,"Dan Suciu, Rada Chirkova, Alon Y. Halevy",2001,A Formal Perspective on the View Selection Problem,VLDB
2194,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",1999,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,SIGMOD Record
2195,"C. Mohan, Joseph M. Hellerstein, Marcel Kornacker",1997,Concurrency and Recovery in Generalized Search Trees,SIGMOD Conference
2196,"S. Sudarshan, Arvind Hulgeri",2002,Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,VLDB
2197,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",2001,Approximate String Joins in a Database (Almost) for Free,VLDB
2198,Arie Segev,1995,Editor's (Farewell) Notes,SIGMOD Record
2199,"Viswanath Poosala, Yannis E. Ioannidis",1999,Histogram-Based Approximation of Set-Valued Query-Answers,VLDB
2200,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",1997,To Weave the Web,VLDB
2201,"Ashok Joshi, N. MacNaughton, Juan Loaiza, M. Keihl, Tirthankar Lahiri, William Bridge",1997,The Oracle Universal Server Buffer,VLDB
2202,"Ioana Stanoi, Amr El Abbadi, Divyakant Agrawal, Mirek Riedewald",2001,Discovery of Influence Sets in Frequently Updated Databases,VLDB
2203,Ling Liu,2001,Editor's Notes,SIGMOD Record
2204,"Naci Ishakbeyoglu, Z. Meral �zsoyoglu",1998,Maintenance of Implication Integrity Constraints Under Updates to Constraints,VLDB J.
2205,"Mark R. Tuttle, David B. Lomet",1995,Redo Recovery after System Crashes,VLDB
2206,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",2002,Middle-tier database caching for e-business,SIGMOD Conference
2207,J. D. Tygar,1998,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,VLDB
2208,"Ouri Wolfson, Yixiu Huang, Sushil Jajodia",1997,An Adaptive Data Replication Algorithm,ACM Trans. Database Syst.
2209,"Iakovos Motakis, Carlo Zaniolo",1997,Temporal Aggregation in Active Database Rules,SIGMOD Conference
2210,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",1995,Generalized Search Trees for Database Systems,VLDB
2211,Jennifer Widom,1995,Editor's Notes,SIGMOD Record
2212,"Ashok Joshi, Ron Weiss, Amit Ganesh, Tirthankar Lahiri",2001,Fast-Start: Quick Fault Recovery in Oracle,SIGMOD Conference
2213,"Matthias Jarke, Stephan Jacobs, Michael Gebhardt",1997,A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,SIGMOD Conference
2214,Xiaolei Qian,1994,"Announcements from NSF, NASA, and Elsewhere",SIGMOD Record
2215,"Phillip B. Gibbons, Gary Valentin, Todd C. Mowry, Shimin Chen",2002,Fractal prefetching B�Trees: optimizing both cache and disk performance,SIGMOD Conference
2216,"Ren�e J. Miller, Mauricio A. Hern�ndez, Laura M. Haas",2000,Schema Mapping as Query Discovery,VLDB
2217,Hamid Pirahesh,1994,Object-Oriented Features of DB2 Client/Server,SIGMOD Conference
2218,"Rainer A. Sommer, David Bailey, Thomas R. Gulledge",2002,The n-Tier Hub Technology,SIGMOD Record
2219,William W. Cohen,1998,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,SIGMOD Conference
2220,"Phillip B. Gibbons, Yossi Matias",1998,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,SIGMOD Conference
2221,"Donald Kossmann, Michael J. Franklin, Bj�rn ��r J�nsson",1996,Performance Tradeoffs for Client-Server Query Processing,SIGMOD Conference
2222,"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos, Yannis Drougas",2003,Selective information dissemination in P2P networks: problems and solutions,SIGMOD Record
2223,"Surajit Chaudhuri, Ashraf Aboulnaga",1999,Self-tuning Histograms: Building Histograms Without Looking at Data,SIGMOD Conference
2224,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",1997,Lore: A Database Management System for Semistructured Data,SIGMOD Record
2225,David W. Adler,2001,DB2 Spatial Extender - Spatial data within the RDBMS,VLDB
2226,"S. Muthukrishnan, Nick Koudas, Piotr Indyk",2000,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,VLDB
2227,"Dennis Shasha, Yunyue Zhu",2003,Warping Indexes with Envelope Transforms for Query by Humming,SIGMOD Conference
2228,"L. Pedro, V. Kotov, I. Papadopoulos, L. Mapelli, A. Ribeiro, A. Amorim, R. Hart, M. Nassiakou, H. Wolters, N. Parrington, D. Liko, Yu. Ryabov, R. Jones, I. Alexandrov, L. Lucio, I. Soloviev, M. Caprini, E. Badescu, S. Kolos, M. Dobson, L. Moneta, D. Schweiger, M. Barczyk, A. Kazarov, D. Burckhart-Chromek, M. Mineev, J. Flammer",2002,OBK - An Online High Energy Physics' Meta-Data Repository,VLDB
2229,"Shinichi Morishita, Yasuhiko Morimoto, Takeshi Tokuyama, Takeshi Fukuda",1996,"Data Mining Using Two-Dimensional Optimized Accociation Rules: Scheme, Algorithms, and Visualization",SIGMOD Conference
2230,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",1994,A Top-Down Approach for Two Level Serializability,VLDB
2231,"Sacha Berger, Christoph Wieser, Sebastian Schaffert, Fran�ois Bry",2003,Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data,VLDB
2232,Leonidas Fegaras,1998,Query Unnesting in Object-Oriented Databases,SIGMOD Conference
2233,"Jochen Van den Bercken, Bernhard Seeger",2001,An Evaluation of Generic Bulk Loading Techniques,VLDB
2234,Nam Huyn,2001,Scientific OLAP for the Biotech Domain,VLDB
2235,"Ramakrishnan Srikant, Rakesh Agrawal",2000,Privacy-Preserving Data Mining,SIGMOD Conference
2236,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",2003,Evaluating Probabilistic Queries over Imprecise Data,SIGMOD Conference
2237,"Sunil Prabhakar, Reynold Cheng",2003,Managing uncertainty in sensor database,SIGMOD Record
2238,"Richard R. Muntz, Leana Golubchik, Steven Berson",1995,Fault Tolerant Design of Multimedia Servers,SIGMOD Conference
2239,C. J. Date,2003,Edgar F. Codd: a tribute and personal memoir,SIGMOD Record
2240,"Meikel P�ss, Chris Floyd",2000,New TPC Benchmarks for Decision Support and Web Commerce,SIGMOD Record
2241,"Ramaraju Kalidindi, Vijay Kumar, Rajgopal Kannan, S. Sitharama Iyengar",2003,Energy and rate based MAC protocol for wireless sensor networks,SIGMOD Record
2242,"Clement T. Yu, Weiyi Meng, George Philip",2003,Distributed Top-N Query Processing with Possibly Uncooperative Local Systems,VLDB
2243,"Jignesh M. Patel, Laurie Hammel",2002,Searching on the Secondary Structure of Protein Sequences,VLDB
2244,Karl Aberer,2003,Guest editor's introduction,SIGMOD Record
2245,"Arvind Nithrakashyap, Rajendran M. Sivasankaran, Jayavel Shanmugasundaram, Krithi Ramamritham",1999,Efficient Concurrency Control for Broadcast Environments,SIGMOD Conference
2246,"Ramakrishnan Srikant, Rakesh Agrawal",1995,Mining Generalized Association Rules,VLDB
2247,"Margaret H. Dunham, Abdelsalam Helal",1995,Mobile Computing and Databases: Anything New?,SIGMOD Record
2248,"Leslie D. Fife, Le Gruenwald",2003,Research issues for data communication in mobile ad-hoc network database systems,SIGMOD Record
2249,"Ren�e J. Miller, Yuping Yang",1997,Association Rules over Interval Data,SIGMOD Conference
2250,"Reinhard Pichler, Christoph Koch, Georg Gottlob",2003,XPath processing in a nutshell,SIGMOD Record
2251,"Jun Zhang, Dimitris Papadias, Manli Zhu, Yufei Tao, Dik Lun Lee",2003,Location-based Spatial Queries,SIGMOD Conference
2252,"Val�rie Issarny, Patrick Valduriez, Khaled Yagoub, Daniela Florescu",2000,Building and Customizing Data-Intensive Web Sites Using Weave,VLDB
2253,"Luis Gravano, Nicolas Bruno, Surajit Chaudhuri",2001,STHoles: A Multidimensional Workload-Aware Histogram,SIGMOD Conference
2254,"Jeroen Hoppenbrouwers, Mike P. Papazoglou",1999,Contextualizing the Information Space in Federated Digital Libraries,SIGMOD Record
2255,"Rada Chirkova, Dan Suciu, Alon Y. Halevy",2002,A formal perspective on the view selection problem,VLDB J.
2256,"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",1995,Databases and Workflow Management: What is it All About? (Panel),VLDB
2257,Leonard J. Seligman,1997,Industry Perspectives,SIGMOD Record
2258,"Laks V. S. Lakshmanan, Jian Pei, Jiawei Han",2002,Quotient Cube: How to Summarize the Semantics of a Data Cube,VLDB
2259,"Charu C. Aggarwal, Philip S. Yu",2000,Finding Generalized Projected Clusters In High Dimensional Spaces,SIGMOD Conference
2260,Marianne Winslett,2002,Hector Garcia-Molina Speaks Out,SIGMOD Record
2261,"James J. Lu, Guido Moerkotte, Joachim Sch�, V. S. Subrahmanian",1995,Efficient Maintenance of Materialized Mediated Views,SIGMOD Conference
2262,"Rainer Gallersd�rfer, Matthias Nicola",1995,Improving Performance in Replicated Databases through Relaxed Coherency,VLDB
2263,Nelson Mendon�a Mattos,1996,Supporting Procedural Constructs in SQL Compilers,VLDB
2264,Dave Liles,2000,The Zero Latency Enterprise,VLDB
2265,"Jeanne VanBriesen, Paul S. Fischbeck, Christos Faloutsos, Anastassia Ailamaki, Mitchell J. Small",2003,An environmental sensor network to determine drinking water quality and security,SIGMOD Record
