id,authors,year,title,venue
1988,"Claire Morpain, Mich&#233;le Cart, Jean Ferri&#233;, Jean-Fran&#231;ois Pons",1996,Maintaining database consistency in presence of value dependencies in multidatabase systems,International Conference on Management of Data
1989,"Kenneth A. Ross, Divesh Srivastava, S. Sudarshan",1996,Materialized view maintenance and integrity constraint checking: trading space for time,International Conference on Management of Data
1990,"Praveen Seshadri, Joseph M. Hellerstein, Hamid Pirahesh, T. Y. Cliff Leung, Raghu Ramakrishnan, Divesh Srivastava, Peter J. Stuckey, S. Sudarshan",1996,Cost-based optimization for magic: algebra and implementation,International Conference on Management of Data
1991,"Joseph M. Hellerstein, Jeffrey F. Naughton",1996,Query execution techniques for caching expensive methods,International Conference on Management of Data
1992,"Peter Buneman, Susan Davidson, Gerd Hillebrand, Dan Suciu",1996,A query language and optimization techniques for unstructured data,International Conference on Management of Data
1993,"Sudarshan S. Chawathe, Anand Rajaraman, Hector Garcia-Molina, Jennifer Widom",1996,Change detection in hierarchically structured information,International Conference on Management of Data
1994,"Richard Hull, Gang Zhou",1996,A framework for supporting data integration using the materialized and virtual approaches,International Conference on Management of Data
1995,"Latha S. Colby, Timothy Griffin, Leonid Libkin, Inderpal Singh Mumick, Howard Trickey",1996,Algorithms for deferred view maintenance,International Conference on Management of Data
1996,"Justin Zobel, Alistair Moffat, Kotagiri Ramamohanarao",1996,Guidelines for presentation and comparison of indexing techniques,ACM SIGMOD Record
1997,R. Camps,1996,"Domains, relations and religious wars",ACM SIGMOD Record
1998,"Tam Nguyen, V. Srinivasan",1996,Accessing relational databases from the World Wide Web,International Conference on Management of Data
1999,"Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suckow",1996,Is GUI programming a database research problem?,International Conference on Management of Data
2000,"Calisto Zuzarte, Hamid Pirahesh, Wenbin Ma, Qi Cheng, Linqi Liu, Kwai Wong",2003,WinMagic: subquery elimination using window aggregation,International Conference on Management of Data
2001,"Chuck Cranor, Theodore Johnson, Oliver Spataschek, Vladislav Shkapenyuk",2003,Gigascope: a stream database for network applications,International Conference on Management of Data
2002,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",2003,SOCQET: semantic OLAP with compressed cube and summarization,International Conference on Management of Data
2003,"Jialie Shen, Anne H. H. Ngu, John Shepherd, Du Q. Huynh, Quan Z. Sheng",2003,CMVF: a novel dimension reduction scheme for efficient indexing in a large image database,International Conference on Management of Data
2004,Zachary Ives,2003,Abstracts of invited industrial track presentations,International Conference on Management of Data
2005,"David DeHaan, David Toman, Mariano P. Consens, M. Tamer &#214;zsu",2003,A comprehensive XQuery to SQL translation using dynamic interval encoding,International Conference on Management of Data
2006,"Koichi Goto, Yahiko Kambayashi",2003,Integration of electronic tickets and personal guide system for public transport using mobile terminals,International Conference on Management of Data
2007,"Sriram Padmanabhan, Bishwaranjan Bhattacharjee, Tim Malkemus, Leslie Cranston, Matthew Huras",2003,Multi-dimensional clustering: a new data layout scheme in DB2,International Conference on Management of Data
2008,"Sihem Amer-Yahia, Mary Fern&#225;ndez, Divesh Srivastava, Yu Xu",2003,PIX: exact and approximate phrase matching in XML,International Conference on Management of Data
2009,"Eugene Agichtein, Luis Gravano",2003,QXtract: a building block for efficient information extraction from text databases,International Conference on Management of Data
2010,"D. Abadi, D. Carney, U. &#199;etintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",2003,Aurora: a data stream management system,International Conference on Management of Data
2011,"Arvind Arasu, Brian Babcock, Shivnath Babu, Mayur Datar, Keith Ito, Itaru Nishizawa, Justin Rosenstein, Jennifer Widom",2003,STREAM: the stanford stream data manager (demonstration description),International Conference on Management of Data
2012,"David T. Liu, Michael J. Franklin, Devesh Parekh",2003,GridDB: a relational interface for the grid,International Conference on Management of Data
2013,"Beng Chin Ooi, Kian-Lee Tan, Aoying Zhou, Chin Hong Goh, Yingguang Li, Chu Yee Liau, Bo Ling, Wee Siong Ng, Yanfeng Shu, Xiaoyu Wang, Ming Zhang",2003,PeerDB: peering into personal databases,International Conference on Management of Data
2014,"Christof Bornh&#246;vd, Mehmet Altinel, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Berthold Reinwald",2003,DBCache: middle-tier database caching for highly scalable e-business architectures,International Conference on Management of Data
2015,"Per-&#197;ke Larson, Jonathan Goldstein, Jingren Zhou",2003,Transparent mid-tier database caching in SQL server,International Conference on Management of Data
2016,"Xin Zhang, Katica Dimitrova, Ling Wang, Maged El Sayed, Brian Murphy, Bradford Pielech, Mukesh Mulchandani, Luping Ding, Elke A. Rundensteiner",2003,Rainbow: multi-XQuery optimization using materialized XML views,International Conference on Management of Data
2017,"Stelios Paparizos, Shurug Al-Khalifa, Adriane Chapman, H. V. Jagadish, Laks V. S. Lakshmanan, Andrew Nierman, Jignesh M. Patel, Divesh Srivastava, Nuwee Wiwatwattana, Yuqing Wu, Cong Yu",2003,TIMBER: a native system for querying XML,International Conference on Management of Data
2018,"Philip Bohannon, Xin (Luna) Dong, Sumit Ganguly, Henry F. Korth, Chengkai Li, P. P. S. Narayan, Pradeep Shenoy",2003,ROLEX: relational on-line exchange with XML,International Conference on Management of Data
2019,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",2003,A system for watermarking relational databases,International Conference on Management of Data
2020,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",2003,IrisNet: Internet-scale resource-intensive sensor services,International Conference on Management of Data
2021,"Sirish Chandrasekaran, Owen Cooper, Amol Deshpande, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong, Sailesh Krishnamurthy, Samuel R. Madden, Fred Reiss, Mehul A. Shah",2003,TelegraphCQ: continuous dataflow processing,International Conference on Management of Data
2022,"SungRan Cho, Sihem Amer-Yahia, Laks V. S. Lakshmanan, Divesh Srivastava",2003,LockX: a system for efficiently querying secure XML,International Conference on Management of Data
2023,"Aoying Zhou, Qing Wang, Zhimao Guo, Xueqing Gong, Shihui Zheng, Hongwei Wu, Jianchang Xiao, Kun Yue, Wenfei Fan",2003,TREX: DTD-conforming XML to XML transformations,International Conference on Management of Data
2024,"Nick Koudas, Divesh Srivastava",2003,Panel: querying networked databases,International Conference on Management of Data
2025,"Jim Gray, Hans Schek, Michael Stonebraker, Jeff Ullman",2003,The Lowell report,International Conference on Management of Data
2026,"Theodore Johnson, Tamraparni Dasu",2003,Data quality and data cleaning: an overview,International Conference on Management of Data
2027,Don Chamberlin,2003,XQuery: a query language for XML,International Conference on Management of Data
2028,"Yunyue Zhu, Dennis Shasha, Xiaojian Zhao",2003,Query by humming: in action with its technology revealed,International Conference on Management of Data
2029,"Vibhuti S. Sengar, Jayant R. Haritsa",2003,PLASTIC: reducing query optimization overheads through plan recycling,International Conference on Management of Data
2030,"Flip Korn, S. Muthukrishnan, Yunyue Zhu",2003,IPSOFACTO: a visual correlation tool for aggregate network traffic data,International Conference on Management of Data
2031,"Amarnath Gupta, Bertram Lud&#228;scher, Maryann E. Martone",2003,BIRN-M: a semantic mediator for solving real-world neuroscience problems,International Conference on Management of Data
2032,"Anastasios Kementsietsidis, Marcelo Arenas, Ren&#233;e J. Miller",2003,Mapping data in peer-to-peer systems: semantics and algorithmic issues,International Conference on Management of Data
2033,"Surajit Chaudhuri, Kris Ganjam, Venkatesh Ganti, Rajeev Motwani",2003,Robust and efficient fuzzy match for online data cleaning,International Conference on Management of Data
2034,"Ronald Fagin, Ravi Kumar, D. Sivakumar",2003,Efficient similarity search and classification via rank aggregation,International Conference on Management of Data
2035,"Tova Milo, Serge Abiteboul, Bernd Amann, Omar Benjelloun, Fred Dang Ngoc",2003,Exchanging intensional XML data,International Conference on Management of Data
2036,"Michael Benedikt, Chee-Yong Chan, Wenfei Fan, Juliana Freire, Rajeev Rastogi",2003,Capturing both types and constraints in data integration,International Conference on Management of Data
2037,"Sumit Ganguly, Minos Garofalakis, Rajeev Rastogi",2003,Processing set expressions over continuous update streams,International Conference on Management of Data
2038,"Brian Babcock, Shivnath Babu, Rajeev Motwani, Mayur Datar",2003,Chain: operator scheduling for memory minimization in data stream systems,International Conference on Management of Data
2039,"Saar Cohen, Yossi Matias",2003,Spectral bloom filters,International Conference on Management of Data
2040,"Ashish Kumar Gupta, Dan Suciu",2003,Stream processing of XPath queries with predicates,International Conference on Management of Data
2041,G. M. Bierman,2003,Formal semantics and analysis of object queries,International Conference on Management of Data
2042,"David Lomet, Mark Tuttle",2003,A theory of redo recovery,International Conference on Management of Data
2043,"Frederick R. Reiss, Tapas Kanungo",2003,A characterization of the sensitivity of query optimization to storage access cost parameters,International Conference on Management of Data
2044,"Ihab F. Ilyas, Jun Rao, Guy Lohman, Dengfeng Gao, Eileen Lin",2003,Estimating compilation time of a query optimizer,International Conference on Management of Data
2045,"Surajit Chaudhuri, Prasanna Ganesan, Sunita Sarawagi",2003,Factorizing complex predicates in queries to exploit indexes,International Conference on Management of Data
2046,"Etzard Stolte, Christoph von Praun, Gustavo Alonso, Thomas Gross",2003,Scientific data repositories: designing for a moving target,International Conference on Management of Data
2047,"Arvind Arasu, Hector Garcia-Molina, Stanford University",2003,Extracting structured data from Web pages,International Conference on Management of Data
2048,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",2003,Cache-and-query for wide area sensor databases,International Conference on Management of Data
2049,"Chengkai Li, Philip Bohannon, P. P. S. Narayan",2003,Composing XSL transformations with XML publishing views,International Conference on Management of Data
2050,"Bin Cui, Beng Chin Ooi, Jianwen Su, Kian-Lee Tan",2003,Contorting high dimensional data for efficient main memory KNN processing,International Conference on Management of Data
2051,"Samuel Madden, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong",2003,The design of an acquisitional query processor for sensor networks,International Conference on Management of Data
2052,"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",2003,Hardware acceleration for spatial selections and joins,International Conference on Management of Data
2053,"Dimitris Papadias, Yufei Tao, Greg Fu, Bernhard Seeger",2003,An optimal and progressive algorithm for skyline queries,International Conference on Management of Data
2054,"Feng Peng, Sudarshan S. Chawathe",2003,XPath queries on streaming data,International Conference on Management of Data
2055,"Jun Zhang, Manli Zhu, Dimitris Papadias, Yufei Tao, Dik Lun Lee",2003,Location-based spatial queries,International Conference on Management of Data
2056,"Deok-Hwan Kim, Chin-Wan Chung",2003,QCluster: relevance feedback using adaptive clustering for content-based image retrieval,International Conference on Management of Data
